#Ribo-seq raw count
len_ribo	es1_ribo	es2_ribo	es3_ribo	npc1_ribo	npc2_ribo	npc3_ribo
RNU6-662P	104	0	0	0	0	0	0
AL589765.7	629	0	0	0	0	0	0
AL589765.3	462	0	0	0	0	0	0
MRPL9	1740	235	154	284	102	137	122
OAZ3	4633	0	0	0	0	0	0
AL589765.4	382	0	0	0	0	0	1
AL589765.2	424	0	0	0	0	0	0
AL589765.5	515	0	0	0	0	0	0
TDRKH	5092	83	87	143	64	89	120
TDRKH-AS1	1141	0	0	0	0	0	0
AL589765.6	549	0	0	0	0	0	0
LINGO4	3379	0	1	0	0	0	0
RORC	6517	7	5	1	5	1	0
C2CD4D	1757	4	5	9	0	1	3
C2CD4D-AS1	506	4	0	0	1	2	1
THEM5	1161	0	0	0	0	0	1
THEM4	6937	11	4	8	4	4	3
AL450992.2	2795	0	0	0	0	0	0
AL450992.3	661	0	0	0	0	0	0
KRT8P28	1390	0	1	0	0	0	0
S100A10	1012	210	176	264	16	21	21
AL450992.1	4109	0	0	0	0	0	0
NBPF18P	568	0	0	0	0	0	0
S100A11	649	143	199	174	86	141	113
SPTLC1P4	260	0	0	0	0	0	0
AL591893.1	1347	0	0	0	0	0	0
TCHHL1	3606	0	0	0	0	0	0
TCHH	6995	11	3	6	18	7	21
AL589986.1	789	0	0	0	0	0	0
PUDPP2	1112	0	0	0	0	0	0
RPTN	3569	0	0	0	0	0	0
FLG-AS1	14980	0	0	0	0	0	0
AL589986.2	397	0	0	0	0	0	0
HRNR	9629	1	0	0	1	0	0
FLG	12747	1	1	5	2	0	3
FLG2	9124	0	0	0	0	2	0
HMGN3P1	193	0	0	0	0	0	1
CRNN	1902	0	0	0	0	0	0
LCE5A	860	0	0	0	0	0	0
CRCT1	718	0	0	0	0	0	1
LCE3E	611	0	0	0	1	0	0
LCE3D	625	0	0	0	0	0	0
LCE3C	425	0	0	1	0	0	0
LCE3B	288	0	0	0	0	0	0
LCE3A	270	0	0	0	0	0	0
LCEP4	325	0	0	0	0	0	0
AL139247.1	170	0	0	0	0	0	0
LCE2D	609	0	0	0	0	0	0
LCE2C	614	0	1	0	0	0	0
LCE2B	612	0	0	0	0	0	0
LCE2A	611	1	0	0	0	0	0
LCE4A	680	0	0	0	0	0	0
C1orf68	949	1	0	0	0	0	2
LCEP2	351	0	0	0	0	0	0
LCEP1	308	0	0	0	0	0	0
KPRP	2492	0	1	0	0	0	0
LCE1F	357	0	0	0	0	0	0
LCE1E	1299	0	0	0	0	0	5
LCE1D	430	0	0	0	0	0	0
LCE1C	692	0	1	0	0	0	0
LCE1B	1139	0	0	0	0	0	0
LCE1A	422	0	0	0	0	0	0
LCE6A	628	0	0	0	0	0	0
AL162596.1	345	0	0	0	0	0	0
SMCP	770	0	0	0	0	0	0
IVL	2152	0	0	0	0	0	0
LINC01527	1997	0	0	0	0	0	0
SPRR5	817	0	0	0	1	0	0
SPRR4	751	0	0	0	0	0	0
SPRR1A	270	0	0	0	0	1	0
SPRR3	1441	0	0	0	0	0	0
AL356867.1	299	0	0	0	0	0	0
SPRR1B	619	0	0	0	0	0	0
SPRR2D	1052	0	0	0	0	0	0
SPRR2A	677	0	0	0	0	0	0
SPRR2B	617	0	0	0	0	0	0
SPRR2E	735	0	0	0	1	0	0
SPRR2F	675	0	0	0	0	0	0
SPRR2C	219	0	0	0	0	0	0
SPRR2G	589	0	0	0	2	0	0
AL161636.1	2254	0	0	0	0	0	0
LELP1	536	0	0	0	0	0	0
PRR9	1222	0	0	0	0	0	0
AL161636.2	927	0	1	0	0	0	0
LOR	1245	0	0	0	0	0	0
PGLYRP3	1173	0	0	0	0	0	0
PGLYRP4	2273	0	0	0	0	0	0
RNU6-160P	107	0	0	0	0	0	0
S100A9	573	2	1	0	0	0	0
S100A12	485	0	0	0	0	0	0
LAPTM4BP1	690	0	1	0	0	0	0
S100A8	891	0	0	0	0	0	0
S100A15A	181	0	0	0	0	0	0
S100A7A	4458	0	0	0	0	0	0
S100A7P1	275	0	0	0	0	0	0
S100A7L2	339	0	0	0	0	0	0
S100A7	486	0	0	0	0	0	0
RN7SL44P	302	0	0	0	0	0	0
BX470102.1	531	0	0	0	2	0	0
S100A6	971	37	41	37	43	26	34
S100A5	784	0	1	0	2	1	0
S100A4	946	56	59	68	58	54	66
S100A3	841	0	0	0	0	3	5
S100A2	1567	0	0	0	2	0	2
BX470102.2	3176	3	0	1	1	0	1
S100A16	1701	26	39	40	11	12	10
S100A14	1277	2	3	2	2	11	20
S100A13	2216	177	210	237	160	177	182
AL162258.1	995	0	0	0	0	0	0
S100A1	3030	3	0	4	14	7	7
AL162258.2	1054	0	2	0	0	1	0
CHTOP	5625	149	70	206	107	180	212
SNAPIN	1544	41	42	44	26	27	38
ILF2	2261	1907	796	2179	957	1262	1356
NPR1	4952	86	48	90	147	174	199
MIR8083	89	0	0	0	0	0	0
RN7SL372P	298	0	0	0	0	0	0
GEMIN2P1	752	0	0	0	0	0	0
INTS3	10467	290	153	298	323	373	462
AL513523.4	235	0	0	0	0	0	0
AL513523.3	316	0	0	0	0	0	0
SLC27A3	5470	145	194	201	59	83	70
GATAD2B	9244	95	50	121	192	215	342
AL513523.2	2303	0	1	0	0	1	0
AL513523.1	1309	0	0	0	0	0	3
AL831737.1	271	0	0	0	0	0	0
AL358472.5	1267	0	0	0	0	1	1
DENND4B	7606	53	35	62	113	71	150
CRTC2	3602	21	24	37	65	101	106
SLC39A1	3388	70	54	120	51	52	75
AL358472.7	2253	0	0	0	0	0	0
MIR6737	70	0	0	0	0	0	0
AL358472.4	710	2	3	3	1	0	2
AL358472.3	415	0	0	0	0	0	0
CREB3L4	2902	74	63	85	40	55	61
JTB	1482	2	5	0	1	1	1
AL358472.6	1706	0	0	0	0	0	0
AL358472.2	1418	0	1	1	1	2	5
RAB13	2751	13	7	11	2	7	11
RPS27	1028	21	42	26	115	103	133
NUP210L	5889	1	0	3	3	1	0
AL358472.1	329	0	0	0	0	0	0
RNU6-179P	107	0	0	0	3	4	0
RPS7P2	607	0	0	0	0	0	0
MIR5698	72	0	0	0	0	0	0
TPM3	15156	1659	1558	2096	776	732	1044
RN7SL431P	305	0	0	0	0	0	0
MIR190B	79	0	0	0	0	0	0
C1orf189	674	0	0	0	0	0	0
C1orf43	2670	99	182	123	81	55	86
UBAP2L	7503	1033	297	1009	794	920	1204
SNORA58B	136	0	0	0	0	0	0
HAX1	2155	256	223	364	104	142	179
RF00273	136	0	0	0	0	0	0
RNU6-239P	99	0	0	0	0	0	0
RNU6-121P	99	0	0	0	0	0	0
AL354980.1	234	0	0	0	0	0	0
AQP10	2292	0	1	1	2	3	4
ATP8B2	7622	51	59	48	293	259	361
RNU7-57P	60	0	0	0	0	0	0
AL162591.1	317	0	0	0	0	0	0
RPSAP17	883	1	0	1	0	0	0
IL6R-AS1	1756	0	0	0	0	0	0
IL6R	6453	16	15	10	0	0	1
PSMD8P1	769	0	0	0	0	0	0
SHE	8740	0	0	0	4	1	3
AL162591.2	681	0	0	0	0	0	0
TDRD10	2706	0	0	0	1	1	0
UBE2Q1	4190	83	62	102	157	160	241
UBE2Q1-AS1	432	0	0	0	0	0	0
AL592078.2	1653	0	0	0	2	0	0
CHRNB2	5892	3	2	4	9	5	13
AL592078.1	321	0	0	0	0	0	0
ADAR	9629	702	354	715	977	1124	1381
AL606500.1	1224	1	0	0	1	3	2
KCNN3	13599	2	6	7	43	55	77
PMVK	1002	155	107	242	74	83	128
AL451085.1	690	0	0	0	0	0	0
PBXIP1	3851	171	174	250	299	311	443
PYGO2	3664	53	43	40	48	47	56
AL451085.2	799	0	0	1	1	2	0
SHC1	4342	250	189	322	240	313	377
CKS1B	2340	7	7	4	6	3	5
MIR4258	91	0	0	0	0	0	0
FLAD1	4019	258	269	347	186	209	297
LENEP	730	0	0	0	0	0	0
ZBTB7B	4303	35	27	62	60	104	112
DCST2	3071	1	0	0	2	1	5
DCST1	3193	0	0	1	2	1	0
DCST1-AS1	822	0	0	0	0	3	0
ADAM15	6584	111	159	121	78	105	117
EFNA4	1257	112	143	107	45	44	77
AL691442.1	1042	0	0	0	0	0	0
EFNA3	1944	1	0	0	1	7	2
EFNA1	2165	31	24	36	42	50	52
SLC50A1	2340	192	373	211	74	72	99
DPM3	622	201	379	326	97	94	137
HMGN2P18	270	0	0	0	0	0	0
KRTCAP2	3826	6	11	14	17	7	14
AL713999.1	753	0	0	0	0	0	0
TRIM46	4533	17	13	17	40	35	40
MUC1	4717	3	3	3	12	9	28
AC234582.1	2466	4	0	3	4	3	5
MIR92B	96	0	0	0	0	0	0
THBS3	4623	14	11	21	151	126	186
MTX1	3278	86	113	149	32	74	79
AC234582.2	568	0	0	0	0	0	0
GBAP1	3656	0	2	2	10	14	26
MTX1P1	838	0	1	0	0	0	0
GBA	3648	179	223	187	86	91	149
FAM189B	4468	23	35	43	20	26	15
SCAMP3	2442	197	313	281	216	134	225
CLK2	3658	106	54	79	183	220	238
HCN3	4241	5	10	6	11	11	15
PKLR	3168	5	0	2	0	0	1
FDPS	3718	819	404	941	251	307	389
RUSC1-AS1	3516	1	2	1	2	6	1
RUSC1	5429	168	151	184	90	112	179
ASH1L	13381	33	21	46	179	231	225
MIR555	96	0	0	0	0	0	0
RNU6-106P	107	0	0	0	0	0	0
ASH1L-IT1	448	0	0	0	0	0	0
RNU6-1297P	104	0	0	0	0	0	0
POU5F1P4	1085	1	0	1	0	0	0
ASH1L-AS1	1209	12	12	11	7	14	5
AL353807.4	257	0	0	0	0	0	0
DAP3P1	278	0	0	0	1	1	2
AL353807.1	662	5	4	1	0	0	0
AL353807.2	220	0	0	0	0	0	0
MSTO1	4208	6	14	10	0	0	4
AL353807.3	2505	0	1	0	0	0	0
AL353807.5	1259	0	0	0	0	0	0
YY1AP1	5001	75	40	48	168	212	350
DAP3	4588	267	147	317	186	238	262
AL162734.1	157	0	0	0	0	0	0
MSTO2P	1709	0	1	0	2	2	3
GON4L	11967	188	78	202	729	862	978
AL139128.1	941	0	0	0	0	0	0
SYT11	5182	22	6	14	61	61	58
RIT1	4038	94	55	100	144	172	233
KHDC4	5646	91	55	110	259	330	357
SNORA80E	137	5	0	3	8	17	5
SCARNA4	129	9	10	11	45	43	73
RXFP4	1240	0	0	0	0	0	1
ARHGEF2	9155	197	67	246	447	573	690
MIR6738	64	0	0	0	0	0	0
AL355388.2	2157	0	0	0	0	0	0
AL355388.1	401	0	0	0	0	0	0
AL355388.3	2366	0	0	0	0	0	0
SSR2	6643	770	1253	1061	488	507	728
UBQLN4	3884	40	79	70	47	53	78
LAMTOR2	1438	264	281	385	93	149	146
RAB25	1689	164	174	219	114	120	249
MEX3A	6591	96	45	91	145	187	194
LMNA	6985	259	64	239	377	449	586
SEMA4A	6771	80	131	121	11	13	27
SLC25A44	7293	78	92	110	112	97	166
PMF1-BGLAP	1007	0	0	0	0	0	0
PMF1	2520	11	13	31	8	10	10
BGLAP	964	0	0	0	0	0	3
PAQR6	2531	2	4	1	3	1	5
SMG5	5304	154	123	168	259	299	361
TMEM79	3032	3	3	6	2	6	7
GLMP	3471	251	430	359	237	175	262
VHLL	676	0	0	0	0	0	0
CCT3	3864	2700	1181	3140	1712	2014	2309
TSACC	1115	11	4	5	2	0	0
RHBG	3384	4	1	5	0	0	1
AL139130.1	5586	0	0	0	0	0	0
C1orf61	12314	13	13	17	0	0	1
MIR9-1	89	0	0	0	0	0	0
AL139412.1	1428	0	0	4	0	0	2
MEF2D	6351	48	44	61	85	90	126
AL365181.1	1828	2	0	0	0	2	2
IQGAP3	6742	157	63	177	149	228	230
TTC24	2829	0	1	0	0	1	2
NAXE	1933	283	401	385	219	225	295
GPATCH4	4437	313	245	403	414	393	638
AL365181.4	547	0	0	0	0	0	0
HAPLN2	2204	0	0	0	0	2	0
AL365181.2	3222	0	0	1	0	0	0
BCAN	4765	8	18	10	6	3	1
AL365181.3	3222	1	0	0	0	1	0
AL590666.2	758	0	0	0	0	1	6
NES	5568	1247	228	1143	1246	2184	2193
AL590666.3	4122	0	0	0	0	0	0
AL590666.4	956	1	1	1	2	0	0
CRABP2	1082	435	325	561	1875	2645	2968
AL590666.1	433	0	0	1	0	1	2
ISG20L2	5262	91	65	116	59	87	83
RRNAD1	3169	39	39	67	93	115	162
MRPL24	1695	118	114	160	66	48	76
HDGF	3674	789	543	993	417	525	606
PRCC	4071	181	148	219	179	172	213
AL590666.5	689	0	0	0	1	1	3
SH2D2A	2512	11	12	19	12	35	31
NTRK1	4356	0	1	1	1	2	0
INSRR	5200	0	0	0	2	1	0
PEAR1	5530	4	8	9	11	15	26
LRRC71	2649	0	3	0	2	5	3
ARHGEF11	8950	154	97	149	853	957	1141
MIR765	114	0	0	0	0	0	0
RN7SL612P	295	0	0	0	0	0	0
AL157713.1	1531	0	0	1	0	0	0
KRT8P45	1447	2	0	0	0	1	0
ETV3L	1977	0	0	0	0	0	0
ETV3	6707	98	31	50	152	170	204
CYCSP52	310	0	0	0	0	0	0
AL357143.1	5817	1	0	0	0	0	0
AL357143.2	262	0	0	0	0	0	0
AL138900.1	399	0	0	0	0	0	0
AL138900.2	1647	0	0	0	0	0	0
AL138900.3	1121	0	0	0	0	0	0
AL732406.1	1095	0	0	0	0	0	0
AL353899.1	271	0	0	0	0	0	0
FCRL5	12414	0	0	0	1	0	0
FCRL4	3882	0	0	0	0	0	0
AL135929.2	505	0	0	0	0	0	0
AL135929.1	552	0	0	0	0	0	0
FCRL3	6450	0	0	0	0	0	0
AL356276.1	758	0	0	0	0	0	0
AL356276.2	558	0	0	0	0	0	0
VDAC1P9	841	0	0	0	0	0	0
FCRL2	5058	0	0	0	0	0	0
FCRL1	3950	0	0	0	0	0	0
CD5L	2469	0	0	0	0	1	1
MRPS21P2	264	0	0	0	0	0	0
AL139010.1	2140	0	0	0	0	0	0
KIRREL1	7872	172	200	206	361	428	579
KIRREL1-IT1	587	0	0	0	0	0	0
LINC01704	2071	0	0	0	0	0	0
ELL2P1	1906	0	0	0	0	0	0
CD1D	2253	73	63	58	1	1	1
AL138899.2	499	0	0	0	0	0	0
AL138899.1	1999	0	0	0	0	0	0
CD1A	1809	0	0	0	0	0	0
HMGN1P5	263	0	0	0	0	0	0
CD1C	2442	1	0	0	0	0	0
CD1B	1395	0	0	0	0	0	0
CD1E	2203	0	0	0	0	0	0
OR10T2	945	0	0	0	0	0	0
OR10K2	3023	0	0	0	0	0	0
OR10T1P	947	0	0	0	0	0	0
EI24P2	1076	0	0	0	0	0	0
OR10K1	3936	0	0	0	0	0	0
OR10R2	1192	0	0	0	0	0	0
AL365440.2	2597	0	0	0	0	0	0
OR10R3P	942	0	0	0	0	0	0
OR10R1P	1141	0	0	0	0	0	0
AL365440.1	2167	0	0	0	0	0	2
OR6Y1	5128	0	0	0	0	0	0
OR6P1	3255	0	0	0	0	0	0
OR10X1	981	0	0	0	0	0	0
OR10Z1	6323	6	0	1	5	6	6
SPTA1	10106	1	0	1	1	0	0
OR6K1P	971	0	0	0	0	0	0
OR6K2	975	0	0	0	0	0	0
OR6K3	1875	0	0	0	0	0	0
OR6K4P	955	0	0	0	0	0	0
OR6K5P	945	0	0	0	0	0	0
OR6N1	2728	0	0	0	0	0	0
OR6K6	1172	0	0	0	0	0	0
OR6N2	3455	0	0	0	0	0	0
OR2AQ1P	200	0	0	0	0	0	0
OR10AA1P	937	0	0	0	0	0	0
MNDA	2025	0	0	0	0	0	0
PYHIN5P	723	0	0	0	0	0	0
PYHIN1	3479	0	0	0	0	0	0
IFI16	5294	7	3	11	148	139	177
AIM2	1874	0	0	0	5	6	13
RAD1P2	663	0	0	0	0	1	2
CADM3	3847	13	11	13	13	23	19
RNA5SP60	87	14	17	10	14	8	9
CADM3-AS1	5208	0	0	0	0	0	0
ACKR1	2106	0	0	0	0	0	0
MPTX1	609	0	0	0	0	0	0
OR10J2P	961	0	0	0	0	0	0
FCER1A	1165	0	0	0	0	0	0
OR10J3	990	0	0	0	0	0	0
AL513323.1	1063	0	0	0	0	0	0
OR10J7P	934	0	0	0	0	0	0
OR10J8P	929	0	0	0	0	0	0
OR10J9P	987	0	0	0	0	0	0
OR10J4	935	0	0	0	0	0	0
OR10J1	3557	0	0	0	0	0	0
AL663023.1	853	0	0	0	0	0	0
OR10J5	930	0	0	0	0	0	0
AL606752.1	666	0	0	0	0	0	0
OR10AE1P	1029	0	0	0	0	0	0
APCS	925	0	0	0	0	0	0
OR10J6P	930	0	0	0	0	0	0
AL445528.2	470	0	0	0	0	0	0
CRPP1	625	0	0	0	0	0	0
CRP	2015	0	0	1	0	0	0
AL445528.1	420	0	0	2	0	0	0
DUSP23	825	115	168	158	18	37	37
FCRL6	2677	0	0	0	0	0	1
SLAMF8	3178	0	0	0	0	0	0
AL590560.1	8100	0	0	0	0	0	0
SNHG28	2242	0	0	0	0	0	0
RF00570	67	0	0	0	0	0	2
VSIG8	1818	0	0	0	0	0	0
AL590560.2	7134	0	0	0	0	0	0
CFAP45	2627	0	0	1	4	4	7
MIR4259	101	0	0	0	0	0	0
AL590560.4	984	0	0	0	0	0	2
AL590560.3	461	0	0	0	0	0	0
TAGLN2	2487	154	88	177	62	105	97
IGSF9	6637	131	128	183	82	69	78
SLAMF9	1139	0	0	0	0	0	0
LINC01133	3676	0	0	0	0	0	0
AL513485.1	845	0	0	0	0	0	0
KCNJ10	6252	0	5	3	0	0	0
AL513302.1	428	0	0	0	0	0	0
PIGM	7039	78	122	84	42	21	34
AL121987.1	1687	0	0	0	0	0	0
KCNJ9	4202	0	0	0	0	0	0
IGSF8	2592	343	522	491	66	79	109
ATP1A2	6298	44	30	50	1115	1194	1470
ATP1A4	6284	3	0	1	8	12	7
CASQ1	2157	1	2	6	10	5	7
AL121987.2	1578	1	0	0	1	0	1
PEA15	2806	123	96	141	394	337	542
DCAF8	7587	13	8	10	16	33	33
AL139011.2	3202	0	0	0	0	0	0
AL139011.1	1374	1	0	0	3	0	0
RPSAP18	886	0	2	0	0	1	0
PEX19	4461	91	46	112	65	66	83
COPA	7688	696	126	765	387	571	598
SUMO1P3	304	0	1	0	0	0	0
NCSTN	4131	509	846	681	577	506	629
NHLH1	2557	0	0	0	2	5	6
RNU4-42P	142	0	1	0	0	0	0
VANGL2	5354	420	277	433	339	481	603
SLAMF6	2746	0	0	1	0	0	0
AL138930.1	635	0	0	0	0	0	0
CD84	9255	0	0	0	0	0	0
SLAMF1	4263	1	0	0	1	2	0
SETP9	832	0	0	0	0	0	3
AL121985.1	4121	0	0	0	0	0	0
CD48	3254	3	0	1	1	0	0
SLAMF7	4833	1	0	0	0	0	0
AL121985.3	523	0	0	0	0	0	0
AL121985.2	555	0	0	0	0	0	0
LY9	9118	0	0	0	0	0	0
CD244	2889	0	0	0	0	0	0
PPIAP37	493	0	0	0	0	0	0
ITLN1	1492	2	0	0	0	0	0
AL354714.2	1097	0	1	2	1	0	0
AL354714.3	575	1	0	0	0	0	0
AL354714.1	2136	0	0	0	0	0	0
AL354714.4	590	0	0	0	0	0	0
ITLN2	1646	38	43	56	0	1	2
F11R	5061	5	2	5	3	6	4
AL591806.3	2114	0	1	1	1	0	3
AL591806.2	173	0	0	0	0	0	0
TSTD1	1197	129	243	187	63	58	76
USF1	2336	208	159	238	173	194	227
ARHGAP30	5064	1	0	0	1	0	1
NECTIN4	3458	3	1	1	3	5	1
AL591806.1	1109	0	0	0	0	0	0
KLHDC9	1720	13	0	4	11	31	20
PFDN2	621	155	181	225	344	342	449
NIT1	3794	154	135	218	119	145	204
DEDD	2821	53	53	63	41	59	69
RF01225	754	0	0	0	0	0	0
UFC1	2100	238	250	292	179	209	244
AL590714.1	379	0	2	0	2	1	0
USP21	3764	17	24	24	33	50	82
PPOX	4725	78	33	74	56	73	74
B4GALT3	3890	37	69	63	26	32	54
ADAMTS4	10338	54	50	70	13	35	25
NDUFS2	3658	1055	579	1332	464	704	869
FCER1G	964	4	0	1	0	0	1
APOA2	945	1	8	4	0	1	0
TOMM40L	3291	5	7	11	4	3	2
MIR5187	76	0	0	0	0	0	0
NR1I3	3305	3	0	0	0	0	1
PCP4L1	1406	0	0	2	0	0	2
MPZ	2150	2	4	3	0	4	2
SDHC	14160	443	304	503	163	131	251
CFAP126	774	0	0	0	0	0	0
RRM2P2	652	0	0	0	0	0	0
AL592295.4	997	0	1	0	7	2	2
AL592295.5	1871	0	0	0	0	5	4
RNU6-481P	107	0	0	0	0	0	0
AL592295.3	863	0	0	0	0	0	5
AL592295.1	884	0	0	0	0	0	0
AL592295.2	206	0	0	0	0	0	0
AL831711.1	569	0	0	0	0	0	0
FCGR2A	5314	0	2	0	3	7	0
AL590385.2	553	0	0	0	0	0	0
HSPA6	2355	0	0	0	0	0	0
RPS23P10	486	0	0	0	0	0	0
FCGR3A	2958	0	0	0	0	0	0
AL590385.1	462	0	0	0	0	0	0
FCGR2C	3580	8	1	0	2	5	5
HSPA7	1927	0	0	0	0	0	0
RPS23P9	438	0	0	0	0	0	0
FCGR3B	2813	0	0	0	0	0	0
FCGR2B	6651	0	0	0	0	0	0
AL451067.1	1015	0	0	0	0	0	0
RPL31P11	1558	1	0	2	0	1	1
FCRLA	3275	1	0	0	1	3	1
FCRLB	2592	0	0	0	0	1	4
RN7SL466P	295	0	0	0	0	0	0
DUSP12	1762	102	87	126	80	98	115
AL359541.1	575	0	0	0	0	0	0
ATF6	7864	60	32	70	85	96	101
AL391825.1	1364	0	0	0	0	0	2
OLFML2B	3415	20	21	38	30	23	40
AL590408.1	453	0	0	0	0	0	0
NOS1AP	7854	54	12	57	93	89	98
AL450163.1	2208	0	0	0	0	0	0
MIR4654	76	0	0	0	0	0	0
AL512785.1	517	0	0	0	0	0	0
RNA5SP61	100	0	0	0	0	0	0
MIR556	95	0	0	0	0	0	0
AL512785.2	1171	0	0	0	0	0	0
SPATA46	1864	0	2	0	0	1	0
C1orf226	4313	12	1	12	5	5	4
SH2D1B	2795	0	0	0	0	0	0
SLAMF6P1	602	0	0	0	0	0	0
UHMK1	9248	28	20	20	55	70	74
UQCRBP2	297	0	0	0	0	0	0
AL596325.1	1082	0	0	0	0	0	0
UAP1	3437	20	10	27	16	19	31
AL596325.2	505	0	0	0	0	0	0
DDR2	10736	1	3	3	7	10	22
RN7SL861P	285	0	0	0	0	0	0
HSD17B7	4778	24	18	25	6	12	14
CCDC190	4316	0	0	2	0	0	1
AL392003.2	679	0	0	0	0	0	0
AL392003.1	243	0	1	0	0	0	0
RGS4	4836	6	0	2	0	1	1
RGS5	6624	18	16	30	50	39	52
AL499616.1	2633	0	0	0	0	0	0
AL451063.1	1133	0	0	0	0	0	0
AL592435.1	3626	3	5	1	4	5	6
AL592435.2	469	0	0	0	0	0	0
NUF2	3362	351	215	372	295	446	514
AL603841.1	664	0	0	0	0	0	0
RNA5SP62	110	2	1	0	5	1	3
RNA5SP63	112	0	0	0	1	0	0
AL355862.1	353	0	0	0	0	0	0
NMNAT1P2	860	0	0	0	0	0	0
RNU5F-6P	116	0	0	0	0	0	0
HMGB3P6	598	0	0	0	0	0	0
PBX1	21249	175	68	160	83	112	123
RNU6-171P	107	0	0	0	0	0	0
AL391001.1	715	0	0	0	0	0	0
AL357568.1	1963	0	0	0	0	0	0
AL357568.2	1517	0	0	0	0	0	0
AL390119.1	312	0	0	0	0	0	0
RNU6-755P	103	0	0	0	0	0	0
LMX1A	4185	1	0	0	43	34	73
AL390730.1	692	0	0	0	0	0	0
AL390730.2	785	0	0	0	0	0	0
RXRG	2691	1	0	0	2	1	2
LRRC52-AS1	4348	0	0	0	0	0	0
AL157714.1	625	0	0	0	0	0	0
LRRC52	1369	0	0	0	0	0	0
AL356441.2	864	0	0	0	0	0	0
AL356441.1	2009	0	0	0	0	0	0
MGST3	8052	531	720	780	183	248	325
ALDH9A1	3308	432	227	548	163	266	263
AL451074.3	470	1	0	2	0	0	0
AL451074.2	472	0	0	0	0	0	1
AL451074.1	1854	0	0	0	1	0	4
AL451074.5	729	0	0	0	0	0	0
TMCO1	5584	116	143	134	111	135	105
TMCO1-AS1	2150	2	0	0	1	1	3
AL451074.4	435	0	0	0	0	0	0
UCK2	6984	186	92	181	109	83	109
AL358115.1	2952	0	0	0	0	1	0
MIR3658	56	0	0	0	0	0	0
AL606495.2	535	0	0	0	0	0	0
AL606495.1	813	0	0	1	0	0	0
RNA5SP64	107	0	0	0	0	0	0
FAM78B	5343	4	2	2	3	0	2
AL626787.1	594	0	0	0	0	0	0
AL596087.3	484	0	0	0	0	0	0
MIR921	56	0	0	0	0	0	0
AL596087.2	758	0	0	1	0	0	0
AL596087.1	1969	31	6	29	1	7	4
AL583804.1	810	0	0	0	0	0	0
FMO7P	768	0	0	0	0	0	0
LINC01675	2028	0	0	0	0	0	1
FMO8P	1600	0	1	0	0	0	0
FMO9P	2270	0	0	0	0	0	0
FMO10P	1493	0	0	0	0	0	0
RPL4P2	1282	0	0	0	0	0	0
FMO11P	1370	0	0	0	0	0	0
CNN2P10	918	0	0	0	0	0	0
POGK	8448	85	88	102	288	331	403
TADA1	2900	75	77	115	109	104	136
DUTP6	462	0	0	0	0	0	0
ILDR2	13946	2	0	4	36	27	48
MAEL	3148	0	0	3	1	0	0
RNA5SP65	119	90	73	100	108	96	127
AL158837.1	452	0	0	0	0	0	0
GPA33	2946	0	0	0	4	7	6
DUSP27	4304	2	3	2	3	5	17
AL451050.1	415	0	0	0	1	0	0
LINC01363	1929	0	0	0	0	0	0
AL451050.2	682	0	0	0	3	2	2
POU2F1	16031	107	40	88	97	148	189
AL136984.1	1893	0	0	0	0	0	0
CD247	4034	0	0	0	1	4	7
AL359962.3	1939	0	0	0	0	0	0
AL359962.1	303	0	0	0	0	0	0
AL359962.2	303	0	0	0	0	0	0
AKR1D1P1	936	0	0	0	0	0	0
CREG1	3286	134	211	197	211	155	236
AL031733.1	455	0	0	0	0	2	6
AL031733.2	2523	0	0	0	0	0	0
RCSD1	8165	2	1	1	0	0	0
MPZL1	7069	232	269	288	191	174	221
ADCY10	6139	3	3	5	0	0	1
Z99943.2	266	0	0	0	1	0	0
Z99943.1	718	0	0	0	0	2	0
MPC2	2638	20	26	23	7	8	8
DCAF6	6306	22	15	25	54	78	88
MIR1255B2	67	0	0	0	0	0	0
GCSHP5	522	15	6	12	2	4	4
GPR161	11224	21	19	30	48	46	43
TIPRL	3186	68	73	88	58	95	106
RPL34P1	354	0	0	0	0	0	0
AL021397.1	248	0	0	0	0	0	0
SFT2D2	11217	59	45	62	26	27	29
ANKRD36BP1	1779	0	0	0	0	0	0
RNU6-1310P	107	0	0	0	0	0	0
TBX19	3810	1	0	0	4	2	5
AL022100.1	1678	0	0	0	0	0	0
MIR557	98	0	0	0	0	0	0
AL023755.1	4240	0	0	0	0	0	0
AL022100.2	389	0	0	0	0	0	0
QRSL1P1	1540	0	0	0	0	0	0
XCL2	562	0	0	0	0	0	0
AL031736.1	618	0	0	0	0	0	0
XCL1	1227	0	0	0	0	0	0
AL031736.2	787	0	0	0	0	0	0
DPT	1719	0	0	0	0	0	0
AL135926.1	1681	0	0	0	0	0	0
AL031275.1	418	0	0	0	0	0	0
LINC00626	1532	0	0	0	0	2	0
SUMO1P2	304	0	0	0	0	0	0
AL135926.2	2518	0	0	0	0	0	0
LINC00970	1129	0	0	0	0	0	0
RPL29P7	457	0	0	0	0	0	0
AL031726.2	1277	0	0	0	0	0	0
RNA5SP66	101	15	10	12	12	10	8
AL031726.1	568	0	0	0	0	0	0
ATP1B1	2962	346	402	446	274	309	392
NME7	5718	97	88	134	57	64	69
Z99758.1	368	0	0	0	0	0	0
BLZF1	3820	14	18	20	24	36	39
CCDC181	3961	1	3	2	39	37	45
SLC19A2	4364	73	167	176	100	131	115
AL021068.1	100	0	0	0	0	0	0
